hometeam,date,home_FG,home_FGA,home_FGpct,home_3P,home_3PA,home_3Ppct,home_FT,home_FTA,home_FTpct,home_PF,home_PTS
Atlanta Hawks,2016-04-05,39,95,.411,11,34,.324,14,19,.737,21,103
Denver Nuggets,2016-04-05,37,88,.420,10,30,.333,18,27,.667,19,102
Golden State Warriors,2016-04-05,49,98,.500,12,35,.343,7,8,.875,29,117
Los Angeles Clippers,2016-04-05,40,78,.513,7,20,.350,16,26,.615,17,103
Memphis Grizzlies,2016-04-05,39,87,.448,7,19,.368,23,26,.885,15,108
Miami Heat,2016-04-05,44,84,.524,9,14,.643,10,14,.714,17,107
Milwaukee Bucks,2016-04-05,35,88,.398,4,16,.250,6,12,.500,14,80
Philadelphia 76ers,2016-04-05,40,88,.455,13,34,.382,14,17,.824,15,107
Sacramento Kings,2016-04-05,41,78,.526,11,22,.500,14,21,.667,19,107
Toronto Raptors,2016-04-05,34,78,.436,6,23,.261,22,31,.710,16,96
Utah Jazz,2016-04-05,32,68,.471,5,17,.294,17,21,.810,18,86
Boston Celtics,2016-04-06,36,87,.414,10,34,.294,22,27,.815,20,104
Dallas Mavericks,2016-04-06,33,80,.413,10,33,.303,12,14,.857,20,88
Indiana Pacers,2016-04-06,45,80,.563,16,31,.516,17,22,.773,24,123
Los Angeles Lakers,2016-04-06,32,90,.356,4,19,.211,13,17,.765,16,81
New York Knicks,2016-04-06,37,78,.474,10,26,.385,13,15,.867,16,97
Orlando Magic,2016-04-06,43,90,.478,4,15,.267,14,19,.737,23,104
Portland Trail Blazers,2016-04-06,43,84,.512,15,33,.455,19,24,.792,23,120
Washington Wizards,2016-04-06,48,95,.505,8,28,.286,17,20,.850,19,121
Atlanta Hawks,2016-04-07,33,76,.434,12,32,.375,17,21,.810,19,95
Golden State Warriors,2016-04-07,45,83,.542,12,25,.480,10,11,.909,22,112
Houston Rockets,2016-04-07,42,74,.568,14,33,.424,17,28,.607,24,115
Miami Heat,2016-04-07,44,92,.478,4,14,.286,14,17,.824,20,106
Sacramento Kings,2016-04-07,36,85,.424,6,17,.353,19,21,.905,23,97
Boston Celtics,2016-04-08,44,78,.564,6,14,.429,30,38,.789,23,124
Charlotte Hornets,2016-04-08,41,83,.494,14,37,.378,17,20,.850,17,113
Dallas Mavericks,2016-04-08,30,60,.500,12,31,.387,31,39,.795,17,103
Denver Nuggets,2016-04-08,40,86,.465,6,22,.273,16,19,.842,23,102
Detroit Pistons,2016-04-08,36,77,.468,14,32,.438,26,29,.897,18,112
New Orleans Pelicans,2016-04-08,42,79,.532,10,22,.455,16,21,.762,20,110
Orlando Magic,2016-04-08,43,82,.524,5,11,.455,21,28,.750,19,112
Philadelphia 76ers,2016-04-08,32,91,.352,14,37,.378,24,36,.667,20,102
Toronto Raptors,2016-04-08,37,68,.544,10,22,.455,27,38,.711,19,111
Utah Jazz,2016-04-08,36,82,.439,11,31,.355,16,23,.696,15,99
Atlanta Hawks,2016-04-09,46,88,.523,17,33,.515,9,11,.818,22,118
Chicago Bulls,2016-04-09,40,89,.449,8,24,.333,17,21,.810,22,105
Memphis Grizzlies,2016-04-09,37,96,.385,7,21,.333,18,20,.900,16,99
New Orleans Pelicans,2016-04-09,39,95,.411,7,21,.333,15,20,.750,26,100
Portland Trail Blazers,2016-04-09,40,80,.500,9,24,.375,16,18,.889,20,105
Sacramento Kings,2016-04-09,45,94,.479,13,32,.406,11,20,.550,23,114
Denver Nuggets,2016-04-10,32,80,.400,6,27,.222,14,19,.737,19,84
Houston Rockets,2016-04-10,50,98,.510,17,41,.415,13,18,.722,15,130
Indiana Pacers,2016-04-10,48,86,.558,11,27,.407,22,27,.815,22,129
Los Angeles Clippers,2016-04-10,37,76,.487,9,18,.500,15,37,.405,20,98
Miami Heat,2016-04-10,43,77,.558,6,20,.300,26,30,.867,16,118
New York Knicks,2016-04-10,32,89,.360,7,20,.350,18,21,.857,15,89
Philadelphia 76ers,2016-04-10,39,96,.406,13,46,.283,17,25,.680,19,108
San Antonio Spurs,2016-04-10,34,90,.378,3,17,.176,15,19,.789,18,86
Washington Wizards,2016-04-10,42,80,.525,9,21,.429,20,28,.714,23,113
Boston Celtics,2016-04-11,34,89,.382,8,24,.333,24,29,.828,17,100
Brooklyn Nets,2016-04-11,44,98,.449,10,31,.323,13,21,.619,16,111
Cleveland Cavaliers,2016-04-11,40,83,.482,11,29,.379,18,20,.900,14,109
Minnesota Timberwolves,2016-04-11,38,83,.458,5,21,.238,24,33,.727,20,105
New Orleans Pelicans,2016-04-11,41,80,.513,12,26,.462,22,28,.786,23,116
Oklahoma City Thunder,2016-04-11,42,96,.438,12,37,.324,16,27,.593,20,112
Orlando Magic,2016-04-11,41,84,.488,7,23,.304,18,28,.643,15,107
Phoenix Suns,2016-04-11,41,100,.410,5,22,.227,14,17,.824,25,101
Utah Jazz,2016-04-11,35,77,.455,9,33,.273,13,18,.722,16,92
Detroit Pistons,2016-04-12,34,84,.405,5,18,.278,20,30,.667,17,93
Indiana Pacers,2016-04-12,41,80,.513,6,19,.316,14,20,.700,10,102
Los Angeles Clippers,2016-04-12,41,75,.547,12,25,.480,16,21,.762,19,110
San Antonio Spurs,2016-04-12,37,87,.425,4,14,.286,24,32,.750,22,102
Toronto Raptors,2016-04-12,48,95,.505,10,25,.400,16,19,.842,20,122
Boston Celtics,2016-04-13,37,86,.430,5,14,.357,19,22,.864,20,98
Brooklyn Nets,2016-04-13,39,89,.438,10,26,.385,8,12,.667,17,96
Chicago Bulls,2016-04-13,39,83,.470,15,24,.625,22,27,.815,13,115
Charlotte Hornets,2016-04-13,47,86,.547,11,29,.379,12,19,.632,14,117
Cleveland Cavaliers,2016-04-13,46,97,.474,7,18,.389,11,15,.733,23,110
Dallas Mavericks,2016-04-13,31,77,.403,12,39,.308,17,21,.810,23,91
Golden State Warriors,2016-04-13,46,87,.529,20,47,.426,13,16,.813,14,125
Houston Rockets,2016-04-13,47,97,.485,10,35,.286,12,19,.632,15,116
Los Angeles Lakers,2016-04-13,41,85,.482,6,25,.240,13,15,.867,17,101
Milwaukee Bucks,2016-04-13,37,87,.425,7,23,.304,11,13,.846,15,92
Minnesota Timberwolves,2016-04-13,56,86,.651,13,28,.464,19,23,.826,20,144
Phoenix Suns,2016-04-13,45,99,.455,7,26,.269,17,22,.773,15,114
Portland Trail Blazers,2016-04-13,39,89,.438,11,36,.306,18,22,.818,19,107
Washington Wizards,2016-04-13,42,88,.477,9,28,.321,16,30,.533,22,109
Cleveland Cavaliers,2016-10-25,45,94,.479,13,35,.371,14,19,.737,22,117
Golden State Warriors,2016-10-25,40,85,.471,7,33,.212,13,18,.722,19,100
Portland Trail Blazers,2016-10-25,39,75,.520,13,19,.684,22,22,1.000,18,113
Boston Celtics,2016-10-26,48,89,.539,11,32,.344,15,18,.833,20,122
Indiana Pacers,2016-10-26,47,93,.505,10,19,.526,26,34,.765,23,130
Los Angeles Lakers,2016-10-26,45,89,.506,12,35,.343,18,22,.818,24,120
Memphis Grizzlies,2016-10-26,36,80,.450,11,24,.458,19,27,.704,25,102
Milwaukee Bucks,2016-10-26,39,92,.424,3,16,.188,15,20,.750,22,96
New Orleans Pelicans,2016-10-26,38,92,.413,3,19,.158,23,26,.885,29,102
Orlando Magic,2016-10-26,34,89,.382,6,18,.333,22,28,.786,15,96
Philadelphia 76ers,2016-10-26,36,84,.429,7,24,.292,18,25,.720,22,97
Phoenix Suns,2016-10-26,36,77,.468,4,16,.250,18,27,.667,29,94
Toronto Raptors,2016-10-26,41,86,.477,3,18,.167,24,29,.828,22,109
Atlanta Hawks,2016-10-27,44,88,.500,12,26,.462,14,18,.778,19,114
Chicago Bulls,2016-10-27,36,92,.391,11,25,.440,22,30,.733,21,105
Portland Trail Blazers,2016-10-27,39,85,.459,4,18,.222,24,32,.750,34,106
Sacramento Kings,2016-10-27,28,70,.400,6,20,.300,32,38,.842,21,94
Brooklyn Nets,2016-10-28,38,87,.437,10,33,.303,17,20,.850,23,103
Dallas Mavericks,2016-10-28,35,80,.438,8,29,.276,20,24,.833,21,98
Detroit Pistons,2016-10-28,48,95,.505,7,19,.368,5,6,.833,11,108
Miami Heat,2016-10-28,32,86,.372,14,34,.412,13,20,.650,23,91
New Orleans Pelicans,2016-10-28,47,100,.470,5,22,.227,15,23,.652,24,114
Oklahoma City Thunder,2016-10-28,40,96,.417,5,21,.238,28,38,.737,24,113
Toronto Raptors,2016-10-28,35,90,.389,4,16,.250,17,18,.944,20,91
Utah Jazz,2016-10-28,31,75,.413,6,25,.240,28,40,.700,18,96
Chicago Bulls,2016-10-29,45,86,.523,9,21,.429,19,21,.905,14,118
Charlotte Hornets,2016-10-29,32,79,.405,9,32,.281,25,33,.758,17,98
Cleveland Cavaliers,2016-10-29,36,88,.409,11,37,.297,22,30,.733,27,105
Denver Nuggets,2016-10-29,38,100,.380,6,23,.261,31,39,.795,21,113
Milwaukee Bucks,2016-10-29,41,88,.466,8,22,.364,20,24,.833,23,110
New York Knicks,2016-10-29,40,76,.526,6,21,.286,25,39,.641,25,111
Philadelphia 76ers,2016-10-29,28,80,.350,5,18,.278,11,15,.733,20,72
Sacramento Kings,2016-10-29,39,85,.459,9,26,.346,19,25,.760,24,106
San Antonio Spurs,2016-10-29,35,83,.422,10,24,.417,18,23,.783,15,98
Detroit Pistons,2016-10-30,39,88,.443,5,20,.250,15,20,.750,14,98
Houston Rockets,2016-10-30,34,81,.420,11,31,.355,14,21,.667,21,93
Los Angeles Clippers,2016-10-30,34,83,.410,6,27,.222,14,20,.700,14,88
Memphis Grizzlies,2016-10-30,39,88,.443,15,31,.484,19,26,.731,26,112
Miami Heat,2016-10-30,37,80,.463,7,20,.350,18,26,.692,24,99
Oklahoma City Thunder,2016-10-30,45,95,.474,9,26,.346,14,17,.824,22,113
Phoenix Suns,2016-10-30,37,90,.411,8,23,.348,18,25,.720,26,100
Atlanta Hawks,2016-10-31,33,79,.418,11,30,.367,29,47,.617,20,106
Brooklyn Nets,2016-10-31,33,96,.344,5,31,.161,17,21,.810,15,88
Los Angeles Clippers,2016-10-31,40,80,.500,6,16,.375,30,38,.789,23,116
Toronto Raptors,2016-10-31,41,88,.466,4,16,.250,19,25,.760,28,105
Cleveland Cavaliers,2016-11-01,43,83,.518,16,32,.500,26,31,.839,21,128
Detroit Pistons,2016-11-01,41,89,.461,8,13,.615,12,21,.571,16,102
Indiana Pacers,2016-11-01,41,87,.471,10,28,.357,23,29,.793,20,115
Miami Heat,2016-11-01,37,86,.430,13,29,.448,21,29,.724,21,108
Minnesota Timberwolves,2016-11-01,43,78,.551,12,20,.600,18,23,.783,22,116
New Orleans Pelicans,2016-11-01,36,82,.439,9,26,.346,32,41,.780,17,113
Philadelphia 76ers,2016-11-01,40,81,.494,9,20,.450,12,16,.750,20,101
Portland Trail Blazers,2016-11-01,37,86,.430,14,39,.359,16,21,.762,17,104
San Antonio Spurs,2016-11-01,33,76,.434,6,20,.300,19,21,.905,15,91
Atlanta Hawks,2016-11-02,41,85,.482,11,32,.344,23,29,.793,19,116
Boston Celtics,2016-11-02,41,87,.471,14,32,.438,11,17,.647,24,107
Brooklyn Nets,2016-11-02,41,76,.539,13,27,.481,14,17,.824,23,109
Charlotte Hornets,2016-11-02,39,79,.494,13,34,.382,18,26,.692,17,109
Los Angeles Clippers,2016-11-02,34,87,.391,7,22,.318,8,18,.444,19,83
Memphis Grizzlies,2016-11-02,33,94,.351,8,27,.296,15,20,.750,22,89
New York Knicks,2016-11-02,37,85,.435,8,20,.400,17,25,.680,22,99
Phoenix Suns,2016-11-02,44,103,.427,5,16,.313,25,30,.833,20,118
Utah Jazz,2016-11-02,35,77,.455,12,25,.480,15,26,.577,21,97
Washington Wizards,2016-11-02,42,72,.583,3,10,.300,16,24,.667,20,103
Cleveland Cavaliers,2016-11-03,41,84,.488,14,34,.412,32,37,.865,19,128
Golden State Warriors,2016-11-03,46,89,.517,14,30,.467,16,20,.800,18,122
Milwaukee Bucks,2016-11-03,47,82,.573,12,27,.444,19,24,.792,23,125
Minnesota Timberwolves,2016-11-03,35,88,.398,9,22,.409,20,25,.800,22,99
Orlando Magic,2016-11-03,38,84,.452,10,30,.333,16,23,.696,14,102
Brooklyn Nets,2016-11-04,35,87,.402,9,36,.250,16,21,.762,22,95
Chicago Bulls,2016-11-04,37,84,.440,8,23,.348,22,27,.815,16,104
Dallas Mavericks,2016-11-04,34,83,.410,10,28,.357,17,20,.850,21,95
Los Angeles Lakers,2016-11-04,45,95,.474,8,30,.267,19,21,.905,19,117
Memphis Grizzlies,2016-11-04,31,84,.369,9,26,.346,17,22,.773,28,88
New Orleans Pelicans,2016-11-04,43,94,.457,10,30,.333,15,28,.536,21,111
Toronto Raptors,2016-11-04,37,84,.440,6,25,.240,16,18,.889,16,96
Utah Jazz,2016-11-04,30,80,.375,11,26,.423,15,24,.625,19,86
Washington Wizards,2016-11-04,31,80,.388,5,20,.250,28,35,.800,23,95
Atlanta Hawks,2016-11-05,45,85,.529,8,20,.400,14,24,.583,13,112
Detroit Pistons,2016-11-05,40,84,.476,7,20,.350,16,22,.727,16,103
Indiana Pacers,2016-11-05,46,86,.535,12,26,.462,7,12,.583,20,111
Milwaukee Bucks,2016-11-05,41,82,.500,14,33,.424,21,25,.840,22,117
Oklahoma City Thunder,2016-11-05,45,86,.523,7,16,.438,15,24,.625,21,112
Orlando Magic,2016-11-05,31,78,.397,9,28,.321,17,27,.630,16,88
Philadelphia 76ers,2016-11-05,40,87,.460,14,38,.368,7,12,.583,23,101
San Antonio Spurs,2016-11-05,30,74,.405,10,25,.400,22,25,.880,18,92
Boston Celtics,2016-11-06,41,90,.456,8,25,.320,17,21,.810,24,107
Dallas Mavericks,2016-11-06,33,88,.375,9,38,.237,11,12,.917,20,86
Los Angeles Lakers,2016-11-06,41,90,.456,10,23,.435,27,35,.771,22,119
Memphis Grizzlies,2016-11-06,31,81,.383,6,26,.231,26,32,.813,20,94
New York Knicks,2016-11-06,42,83,.506,8,20,.400,17,19,.895,26,109
Toronto Raptors,2016-11-06,30,84,.357,7,30,.233,24,31,.774,26,91
Chicago Bulls,2016-11-07,42,89,.472,3,19,.158,25,31,.806,11,112
Charlotte Hornets,2016-11-07,41,84,.488,12,32,.375,28,32,.875,15,122
Golden State Warriors,2016-11-07,45,90,.500,16,35,.457,10,12,.833,17,116
Los Angeles Clippers,2016-11-07,41,76,.539,13,25,.520,19,22,.864,20,114
Oklahoma City Thunder,2016-11-07,37,85,.435,9,28,.321,14,17,.824,18,97
Philadelphia 76ers,2016-11-07,31,77,.403,7,21,.333,15,22,.682,19,84
Washington Wizards,2016-11-07,39,94,.415,10,27,.370,18,20,.900,16,106
Brooklyn Nets,2016-11-08,42,76,.553,12,33,.364,23,26,.885,19,119
Cleveland Cavaliers,2016-11-08,37,99,.374,11,42,.262,21,25,.840,20,106
Los Angeles Lakers,2016-11-08,38,78,.487,10,26,.385,11,14,.786,19,97
Memphis Grizzlies,2016-11-08,44,86,.512,7,24,.292,13,19,.684,30,108
Portland Trail Blazers,2016-11-08,45,81,.556,14,31,.452,20,28,.714,27,124
Sacramento Kings,2016-11-08,39,81,.481,8,25,.320,16,20,.800,21,102
Atlanta Hawks,2016-11-09,42,83,.506,9,20,.450,22,27,.815,20,115
Charlotte Hornets,2016-11-09,38,82,.463,8,26,.308,20,29,.690,19,104
Golden State Warriors,2016-11-09,43,74,.581,17,33,.515,13,22,.591,22,116
Indiana Pacers,2016-11-09,49,90,.544,9,19,.474,15,20,.750,17,122
Los Angeles Clippers,2016-11-09,38,87,.437,11,32,.344,24,33,.727,15,111
New York Knicks,2016-11-09,44,92,.478,10,30,.333,12,17,.706,21,110
Oklahoma City Thunder,2016-11-09,31,74,.419,12,34,.353,28,31,.903,21,102
Orlando Magic,2016-11-09,38,85,.447,8,24,.333,23,30,.767,19,107
Phoenix Suns,2016-11-09,38,84,.452,8,22,.364,23,30,.767,20,107
San Antonio Spurs,2016-11-09,33,84,.393,7,23,.304,26,30,.867,15,99
Washington Wizards,2016-11-09,46,92,.500,10,21,.476,16,20,.800,26,118
Denver Nuggets,2016-11-10,38,94,.404,13,36,.361,12,17,.706,18,101
Miami Heat,2016-11-10,36,88,.409,13,29,.448,10,15,.667,19,95
Milwaukee Bucks,2016-11-10,40,91,.440,6,18,.333,20,25,.800,20,106
Sacramento Kings,2016-11-10,34,85,.400,8,21,.381,15,20,.750,19,91
Boston Celtics,2016-11-11,35,90,.389,11,27,.407,34,43,.791,18,115
Charlotte Hornets,2016-11-11,38,93,.409,17,41,.415,18,24,.750,16,111
Oklahoma City Thunder,2016-11-11,38,88,.432,16,28,.571,16,19,.842,27,108
Orlando Magic,2016-11-11,26,78,.333,8,20,.400,14,19,.737,18,74
Philadelphia 76ers,2016-11-11,36,86,.419,11,32,.344,26,31,.839,21,109
Portland Trail Blazers,2016-11-11,45,86,.523,13,33,.394,19,27,.704,24,122
San Antonio Spurs,2016-11-11,36,81,.444,9,20,.450,15,19,.789,13,96
Washington Wizards,2016-11-11,38,87,.437,3,15,.200,15,19,.789,21,94
Atlanta Hawks,2016-11-12,48,95,.505,13,32,.406,8,14,.571,14,117
Chicago Bulls,2016-11-12,39,97,.402,5,15,.333,23,25,.920,20,106
Denver Nuggets,2016-11-12,36,84,.429,9,25,.360,14,19,.737,14,95
Houston Rockets,2016-11-12,34,89,.382,15,47,.319,17,21,.810,19,100
Indiana Pacers,2016-11-12,36,86,.419,6,27,.222,21,28,.750,22,99
Miami Heat,2016-11-12,38,81,.469,5,17,.294,10,19,.526,17,91
Milwaukee Bucks,2016-11-12,36,68,.529,7,18,.389,27,36,.750,20,106
Minnesota Timberwolves,2016-11-12,40,89,.449,8,22,.364,17,21,.810,31,105
New Orleans Pelicans,2016-11-12,39,90,.433,6,20,.300,15,19,.789,10,99
Phoenix Suns,2016-11-12,40,107,.374,8,33,.242,16,21,.762,20,104
Toronto Raptors,2016-11-12,39,83,.470,7,22,.318,33,38,.868,20,118
Cleveland Cavaliers,2016-11-13,39,92,.424,14,38,.368,8,15,.533,13,100
Golden State Warriors,2016-11-13,45,87,.517,16,33,.485,27,31,.871,20,133
Minnesota Timberwolves,2016-11-13,42,80,.525,13,27,.481,28,42,.667,19,125
Oklahoma City Thunder,2016-11-13,47,92,.511,7,25,.280,16,26,.615,19,117
Portland Trail Blazers,2016-11-13,39,99,.394,8,29,.276,26,32,.813,23,112
Detroit Pistons,2016-11-14,43,92,.467,5,16,.313,13,16,.813,14,104
Houston Rockets,2016-11-14,44,91,.484,17,40,.425,10,17,.588,19,115
Indiana Pacers,2016-11-14,35,90,.389,8,25,.320,10,10,1.000,14,88
Los Angeles Clippers,2016-11-14,48,90,.533,14,25,.560,17,21,.810,22,127
New Orleans Pelicans,2016-11-14,35,79,.443,6,21,.286,30,36,.833,17,106
New York Knicks,2016-11-14,34,78,.436,9,25,.360,16,18,.889,16,93
San Antonio Spurs,2016-11-14,33,82,.402,8,15,.533,20,27,.741,15,94
Utah Jazz,2016-11-14,35,73,.479,8,28,.286,18,22,.818,27,96
Cleveland Cavaliers,2016-11-15,44,83,.530,13,33,.394,20,28,.714,18,121
Los Angeles Lakers,2016-11-15,41,92,.446,9,28,.321,34,43,.791,17,125
Miami Heat,2016-11-15,36,89,.404,7,23,.304,11,14,.786,23,90
Minnesota Timberwolves,2016-11-15,38,89,.427,15,35,.429,17,21,.810,19,108
Portland Trail Blazers,2016-11-15,34,95,.358,9,34,.265,11,18,.611,18,88
Atlanta Hawks,2016-11-16,35,72,.486,10,32,.313,27,31,.871,17,107
Boston Celtics,2016-11-16,33,76,.434,7,21,.333,17,23,.739,17,90
Denver Nuggets,2016-11-16,45,93,.484,8,17,.471,22,24,.917,24,120
Indiana Pacers,2016-11-16,43,86,.500,10,28,.357,7,11,.636,16,103
Los Angeles Clippers,2016-11-16,37,81,.457,9,25,.360,24,34,.706,19,107
New York Knicks,2016-11-16,42,93,.452,9,25,.360,12,19,.632,11,105
Oklahoma City Thunder,2016-11-16,40,84,.476,12,25,.480,13,14,.929,15,105
Orlando Magic,2016-11-16,34,88,.386,10,27,.370,11,19,.579,15,89
Philadelphia 76ers,2016-11-16,42,77,.545,10,28,.357,15,22,.682,26,109
Sacramento Kings,2016-11-16,36,76,.474,9,20,.450,24,31,.774,17,105
Toronto Raptors,2016-11-16,37,82,.451,10,25,.400,37,41,.902,22,121
Houston Rockets,2016-11-17,46,95,.484,14,32,.438,20,25,.800,17,126
Miami Heat,2016-11-17,39,97,.402,7,30,.233,11,21,.524,18,96
Minnesota Timberwolves,2016-11-17,43,84,.512,6,25,.240,18,20,.900,19,110
Utah Jazz,2016-11-17,30,78,.385,5,25,.200,12,14,.857,14,77
Washington Wizards,2016-11-17,44,81,.543,15,25,.600,16,18,.889,21,119
Boston Celtics,2016-11-18,31,83,.373,11,32,.344,15,19,.789,12,88
Charlotte Hornets,2016-11-18,37,90,.411,10,29,.345,16,24,.667,16,100
Cleveland Cavaliers,2016-11-18,40,83,.482,11,25,.440,13,14,.929,14,104
Dallas Mavericks,2016-11-18,21,73,.288,5,25,.200,17,22,.773,14,64
Denver Nuggets,2016-11-18,39,83,.470,4,25,.160,29,39,.744,26,111
Indiana Pacers,2016-11-18,36,76,.474,1,7,.143,23,29,.793,19,96
Los Angeles Lakers,2016-11-18,39,87,.448,12,25,.480,17,21,.810,21,107
New Orleans Pelicans,2016-11-18,45,82,.549,9,24,.375,14,20,.700,21,113
Oklahoma City Thunder,2016-11-18,49,89,.551,7,26,.269,19,24,.792,24,124
Sacramento Kings,2016-11-18,38,86,.442,10,26,.385,29,35,.829,24,115
Detroit Pistons,2016-11-19,37,86,.430,7,20,.350,11,16,.688,13,92
Houston Rockets,2016-11-19,42,94,.447,12,32,.375,15,20,.750,16,111
Los Angeles Clippers,2016-11-19,36,77,.468,11,27,.407,19,23,.826,20,102
Memphis Grizzlies,2016-11-19,29,76,.382,2,18,.111,33,38,.868,19,93
Milwaukee Bucks,2016-11-19,46,89,.517,10,20,.500,19,25,.760,23,121
New Orleans Pelicans,2016-11-19,43,98,.439,14,36,.389,21,25,.840,23,121
Orlando Magic,2016-11-19,34,78,.436,8,21,.381,19,22,.864,21,95
Philadelphia 76ers,2016-11-19,45,86,.523,17,35,.486,13,20,.650,23,120
Washington Wizards,2016-11-19,42,89,.472,11,27,.407,16,22,.727,22,111
Brooklyn Nets,2016-11-20,37,93,.398,10,35,.286,25,31,.806,20,109
Denver Nuggets,2016-11-20,42,86,.488,8,22,.364,13,30,.433,19,105
Los Angeles Lakers,2016-11-20,41,93,.441,13,31,.419,15,21,.714,19,110
New York Knicks,2016-11-20,42,88,.477,10,27,.370,10,14,.714,23,104
Oklahoma City Thunder,2016-11-20,44,101,.436,10,36,.278,13,18,.722,23,111
Sacramento Kings,2016-11-20,36,81,.444,11,27,.407,19,25,.760,18,102
Charlotte Hornets,2016-11-21,30,73,.411,9,31,.290,21,33,.636,13,90
Detroit Pistons,2016-11-21,36,87,.414,7,17,.412,17,24,.708,20,96
Indiana Pacers,2016-11-21,33,103,.320,6,23,.261,11,12,.917,23,83
Los Angeles Clippers,2016-11-21,39,74,.527,10,25,.400,35,42,.833,24,123
Milwaukee Bucks,2016-11-21,35,86,.407,8,29,.276,15,21,.714,22,93
Minnesota Timberwolves,2016-11-21,36,86,.419,4,24,.167,17,25,.680,19,93
Philadelphia 76ers,2016-11-21,37,78,.474,11,26,.423,16,20,.800,25,101
San Antonio Spurs,2016-11-21,35,75,.467,8,20,.400,18,25,.720,18,96
Washington Wizards,2016-11-21,37,91,.407,10,28,.357,22,34,.647,19,106
Atlanta Hawks,2016-11-22,39,85,.459,10,29,.345,6,10,.600,15,94
Denver Nuggets,2016-11-22,43,100,.430,10,22,.455,14,17,.824,14,110
Los Angeles Lakers,2016-11-22,42,83,.506,14,27,.519,13,16,.813,17,111
New York Knicks,2016-11-22,45,96,.469,9,29,.310,8,8,1.000,23,107
Brooklyn Nets,2016-11-23,34,86,.395,10,31,.323,14,22,.636,12,92
Charlotte Hornets,2016-11-23,45,89,.506,11,20,.550,13,18,.722,16,114
Cleveland Cavaliers,2016-11-23,48,90,.533,21,36,.583,20,27,.741,15,137
Dallas Mavericks,2016-11-23,38,84,.452,11,24,.458,17,18,.944,24,104
Detroit Pistons,2016-11-23,40,81,.494,6,19,.316,21,25,.840,19,107
Golden State Warriors,2016-11-23,53,86,.616,19,36,.528,24,35,.686,20,149
Houston Rockets,2016-11-23,38,78,.487,14,42,.333,12,12,1.000,22,102
Indiana Pacers,2016-11-23,34,84,.405,7,27,.259,10,14,.714,20,85
New Orleans Pelicans,2016-11-23,45,83,.542,9,24,.375,18,23,.783,21,117
Orlando Magic,2016-11-23,33,91,.363,7,25,.280,14,23,.609,19,87
Philadelphia 76ers,2016-11-23,35,93,.376,12,36,.333,17,23,.739,32,99
Sacramento Kings,2016-11-23,44,94,.468,12,28,.429,16,17,.941,23,116
Utah Jazz,2016-11-23,39,79,.494,8,26,.308,22,31,.710,25,108
Boston Celtics,2016-11-25,42,91,.462,12,34,.353,7,9,.778,21,103
Cleveland Cavaliers,2016-11-25,43,85,.506,20,43,.465,22,24,.917,16,128
Denver Nuggets,2016-11-25,48,101,.475,12,34,.353,21,27,.778,21,129
Detroit Pistons,2016-11-25,47,90,.522,9,19,.474,5,7,.714,22,108
Indiana Pacers,2016-11-25,48,87,.552,11,26,.423,11,16,.688,19,118
Los Angeles Lakers,2016-11-25,32,90,.356,5,22,.227,16,23,.696,16,85
Memphis Grizzlies,2016-11-25,29,82,.354,4,19,.211,19,23,.826,16,81
Milwaukee Bucks,2016-11-25,40,79,.506,12,29,.414,7,12,.583,19,99
New York Knicks,2016-11-25,45,97,.464,11,28,.393,12,13,.923,21,113
Orlando Magic,2016-11-25,35,80,.438,7,23,.304,14,20,.700,16,91
Philadelphia 76ers,2016-11-25,31,78,.397,9,22,.409,18,22,.818,21,89
Phoenix Suns,2016-11-25,32,79,.405,6,26,.231,15,21,.714,26,85
Portland Trail Blazers,2016-11-25,47,100,.470,12,32,.375,13,17,.765,20,119
Sacramento Kings,2016-11-25,39,80,.488,9,32,.281,17,21,.810,18,104
Utah Jazz,2016-11-25,35,80,.438,10,34,.294,15,18,.833,16,95
Charlotte Hornets,2016-11-26,35,80,.438,8,22,.364,29,42,.690,14,107
Golden State Warriors,2016-11-26,45,81,.556,11,22,.500,14,17,.824,14,115
Miami Heat,2016-11-26,40,81,.494,11,31,.355,16,24,.667,21,107
Oklahoma City Thunder,2016-11-26,42,83,.506,8,23,.348,14,26,.538,16,106
Washington Wizards,2016-11-26,42,88,.477,6,22,.273,10,14,.714,26,100
Brooklyn Nets,2016-11-27,38,87,.437,16,40,.400,13,14,.929,21,105
Dallas Mavericks,2016-11-27,32,77,.416,10,27,.370,17,20,.850,18,91
Indiana Pacers,2016-11-27,40,92,.435,5,19,.263,6,7,.857,21,91
Los Angeles Lakers,2016-11-27,42,95,.442,8,20,.400,17,20,.850,15,109
Orlando Magic,2016-11-27,38,92,.413,7,28,.250,13,17,.765,17,96
Philadelphia 76ers,2016-11-27,43,92,.467,15,34,.441,7,10,.700,24,108
Phoenix Suns,2016-11-27,36,89,.404,11,25,.440,31,36,.861,24,114
Portland Trail Blazers,2016-11-27,40,83,.482,12,33,.364,22,29,.759,24,114
Golden State Warriors,2016-11-28,37,85,.435,12,35,.343,19,24,.792,20,105
Memphis Grizzlies,2016-11-28,36,89,.404,7,29,.241,6,13,.462,25,85
Miami Heat,2016-11-28,38,80,.475,6,30,.200,22,32,.688,25,104
Minnesota Timberwolves,2016-11-28,36,81,.444,7,19,.368,24,25,.960,23,103
New York Knicks,2016-11-28,36,91,.396,6,19,.316,25,28,.893,16,103
